usageStart,usageEnd,reconStart,reconEnd,lastCalculatedDate,currencyCode,reconDaysRemaining,licensesToAdd,provisionalLicenses,totalLicenses,licensesUsed,membersPurchased,billableMembers,membersToPurchase,autoBillDate,billToCustomer,subscriptionId,subscriberId,amountDue,proRatedCharge,proRatedTax,renewalCharge,renewalTax,unitPricePerMonth,grossProratedCharge,grossProratedDiscountAmount,grossRenewalCharge,grossRenewalDiscountAmount,paymentTerm,isRenewal,nextPaymentDate,skuName,paymentType,recurringBillingCancelled,sfdcContractId,pendingSeatRequestsCount,pendingSeatRequestsCountForTrueUpUsers,licensesToAddBasedOnBillablePlan
2025-11-26T00:00:00Z,2026-02-23T23:59:59Z,2026-02-24T00:00:00Z,2026-03-25T23:59:59Z,2025-06-11T17:26:45Z,USD,79,0,7,3000,2795,3000,2802,0,2026-03-26T00:00:00Z,True,sup_60ne65q323QNIu2gbuxXnp,sub_7S17Ko3xAhRVhol7uq2PRb,0,0,0,0,0,31.0,,,,,12,False,2026-12-27T12:00:00Z,Enterprise plus Premium Support,BILL_TO,False,,17,5,0
